gene,variance
ENSG00000235333,0
ENSG00000235334,0.186046511627907
ENSG00000235335,1.7451436388508865
ENSG00000235337,0.4186046511627914
ENSG00000235338,4.7355677154582825
ENSG00000235339,0.04651162790697675
ENSG00000235343,0.10465116279069772
ENSG00000235347,8.87168262653899
ENSG00000235349,6.506292749657999
ENSG00000235350,0
ENSG00000235351,255.38673050615594
ENSG00000235352,0
ENSG00000235354,46.25731874145009
ENSG00000235356,0
ENSG00000235357,1.3378932968536226
ENSG00000235358,45.081805745553964
ENSG00000235361,0.5391244870041043
ENSG00000235363,913.3876880984952
ENSG00000235366,170.76880984952126
ENSG00000235368,0.1362517099863198
ENSG00000235369,5.030506155950749
ENSG00000235370,9271.161285909715
ENSG00000235371,131.42982216142272
ENSG00000235374,46684.01422708619
ENSG00000235376,1523.8145006839943
ENSG00000235377,1.1945280437756505
ENSG00000235378,1.138850889192885
ENSG00000235379,0
ENSG00000235381,3785.616415868672
ENSG00000235382,0
ENSG00000235385,40436562.98276336
ENSG00000235386,58930.34145006841
ENSG00000235387,105580.78850889199
ENSG00000235389,0
ENSG00000235390,0.2595075239398079
ENSG00000235397,6.380437756497951
ENSG00000235399,0.7103967168262653
ENSG00000235400,65.10697674418604
ENSG00000235403,0
ENSG00000235407,11.180984952120372
ENSG00000235408,87.41833105335155
ENSG00000235410,16.806155950752387
ENSG00000235411,485.2733242134063
ENSG00000235412,0
ENSG00000235413,45.321477428180536
ENSG00000235414,6.692749658002728
ENSG00000235415,0
ENSG00000235416,1.2180574555403572
ENSG00000235419,11.794801641586872
ENSG00000235420,5.9917920656634776
ENSG00000235421,19.54487004103966
ENSG00000235422,0
ENSG00000235424,2.9362517099863217
ENSG00000235425,0.046511627906976744
ENSG00000235426,0.7337893296853613
ENSG00000235427,0.2874145006839943
ENSG00000235429,0.35677154582763393
ENSG00000235430,0
ENSG00000235431,0.367715458276334
ENSG00000235432,0
ENSG00000235433,0.41217510259918044
ENSG00000235434,104.3201094391245
ENSG00000235435,0
ENSG00000235436,1069.1573187414501
ENSG00000235437,902759.8615595074
ENSG00000235438,65.04473324213409
ENSG00000235440,10.190971272229831
ENSG00000235444,2.6928864569083455
ENSG00000235445,0.48057455540355776
ENSG00000235446,0
ENSG00000235447,55.116826265389854
ENSG00000235448,176.52161422708616
ENSG00000235449,422.96744186046544
ENSG00000235450,1.6909712722298242
ENSG00000235451,0
ENSG00000235453,16022.674281805743
ENSG00000235454,1550.5943912448697
ENSG00000235455,0
ENSG00000235459,128504.37647058823
ENSG00000235461,0.29069767441860467
ENSG00000235462,1.8752393980848119
ENSG00000235463,0.14952120383037
ENSG00000235464,0
ENSG00000235467,0.06566347469220254
ENSG00000235469,0.022982216142270875
ENSG00000235470,0.5039671682626556
ENSG00000235472,19218.435567715453
ENSG00000235478,123.46826265389879
ENSG00000235479,0
ENSG00000235480,4.252804377564984
ENSG00000235481,1002.7337893296855
ENSG00000235482,1.3112175102599186
ENSG00000235483,0
ENSG00000235485,4.764569083447332
ENSG00000235486,296.98057455540345
ENSG00000235488,22.75909712722299
ENSG00000235489,1479.6510259917925
ENSG00000235491,0
ENSG00000235492,0
ENSG00000235493,111.50971272229825
ENSG00000235494,0
ENSG00000235495,0
ENSG00000235497,1.3867305061559563
ENSG00000235499,483.4496580027359
ENSG00000235500,57.56347469220247
ENSG00000235501,208622.93406292747
ENSG00000235503,0
ENSG00000235505,31085.788919288654
ENSG00000235508,410012.78700410406
ENSG00000235510,1.7391244870041038
ENSG00000235511,0
ENSG00000235512,0
ENSG00000235513,34543.10861833106
ENSG00000235514,1.2647058823529411
ENSG00000235518,0.04651162790697675
ENSG00000235519,0.04651162790697676
ENSG00000235521,0.011627906976744191
ENSG00000235522,4.3393980848153255
ENSG00000235523,0
ENSG00000235524,0
ENSG00000235525,0.186046511627907
ENSG00000235526,8.095212038303664
ENSG00000235527,34.448700410396725
ENSG00000235529,49.933378932968516
ENSG00000235530,118.98221614227084
ENSG00000235531,732188.7656634743
ENSG00000235532,1171.8292749658006
ENSG00000235533,0
ENSG00000235534,0
ENSG00000235535,1.2202462380300942
ENSG00000235537,6052.627086183298
ENSG00000235538,4.9926128590971395
ENSG00000235539,0
ENSG00000235544,0.21025991792065657
ENSG00000235545,45.40027359781123
ENSG00000235546,24.767305061559505
ENSG00000235547,0.19206566347469275
ENSG00000235548,0.4045143638850888
ENSG00000235549,0.22161422708618309
ENSG00000235550,0
ENSG00000235552,95060221.59083447
ENSG00000235554,13202.730506155947
ENSG00000235555,2164.5451436388503
ENSG00000235558,197.4632010943912
ENSG00000235559,2090.511627906976
ENSG00000235560,2595.7827633378934
ENSG00000235563,93110.9800273598
ENSG00000235564,0
ENSG00000235568,1461277.6800273603
ENSG00000235570,0
ENSG00000235571,0.9554035567715463
ENSG00000235572,1.965116279069775
ENSG00000235573,0.5099863201094385
ENSG00000235574,14.951573187414493
ENSG00000235575,0
ENSG00000235576,14504.981805745545
ENSG00000235578,1.7850889192886423
ENSG00000235579,6.478932968536254
ENSG00000235581,0.6987688098495219
ENSG00000235582,55.80629274965799
ENSG00000235583,0
ENSG00000235584,709.6335157318738
ENSG00000235586,30.843775649794857
ENSG00000235587,119981.32968536248
ENSG00000235590,470.5187414500685
ENSG00000235592,0.2906976744186048
ENSG00000235593,0.9083447332421345
ENSG00000235594,36.06183310533521
ENSG00000235595,6716.974145006839
ENSG00000235597,2.8170998632010957
ENSG00000235598,0.14952120383036968
ENSG00000235601,5.312859097127213
ENSG00000235602,317.8978112175104
ENSG00000235605,2169299.5053351573
ENSG00000235606,8.406566347469221
ENSG00000235608,0
ENSG00000235610,0.9834473324213445
ENSG00000235612,0.10465116279069768
ENSG00000235613,45.38823529411765
ENSG00000235615,0.804514363885087
ENSG00000235616,1.661833105335157
ENSG00000235617,0.011627906976744188
ENSG00000235618,1394.8411764705882
ENSG00000235619,2.8006839945280437
ENSG00000235620,0.04651162790697675
ENSG00000235621,36378.60095759233
ENSG00000235623,0.5296853625171007
ENSG00000235625,0
ENSG00000235626,1.1300957592339265
ENSG00000235627,1.2164158686730489
ENSG00000235628,0
ENSG00000235629,1.3800273597811237
ENSG00000235631,241.20437756497935
ENSG00000235635,2.3097127222982228
ENSG00000235636,27346.8220246238
ENSG00000235637,0
ENSG00000235638,0
ENSG00000235639,0
ENSG00000235640,0
ENSG00000235641,380.3556771545831
ENSG00000235642,0
ENSG00000235643,0.8663474692202436
ENSG00000235644,1.7221614227086177
ENSG00000235645,0
ENSG00000235646,0.3246238030095763
ENSG00000235647,0.21682626538987632
ENSG00000235649,2224833.092339261
ENSG00000235651,70.30164158686732
ENSG00000235652,146721.1447332421
ENSG00000235653,0.3912448700410398
ENSG00000235655,8989804.255677154
ENSG00000235656,0.312038303693571
ENSG00000235659,47.07428180574549
ENSG00000235660,54.69945280437757
ENSG00000235661,1.453351573187415
ENSG00000235663,8814.603009575925
ENSG00000235665,936.5324213406298
ENSG00000235669,2.727359781121753
ENSG00000235670,6.220656634746922
ENSG00000235672,7.433105335157319
ENSG00000235673,0.7781121751025993
ENSG00000235674,2297.630095759234
ENSG00000235677,182.68235294117648
ENSG00000235678,0
ENSG00000235679,0.40437756497948074
ENSG00000235681,68.56265389876879
ENSG00000235683,5.964569083447331
ENSG00000235685,0
ENSG00000235686,1.0950752393980852
ENSG00000235687,16148.525991792056
ENSG00000235688,85368.62175102596
ENSG00000235689,0
ENSG00000235690,3.7674418604651296
ENSG00000235695,6.377564979480165
ENSG00000235698,456.73775649794794
ENSG00000235699,0
ENSG00000235700,3.0533515731874137
ENSG00000235701,9.394391244870038
ENSG00000235703,73505.7127222982
ENSG00000235705,0.11545827633378934
ENSG00000235706,53522.80889192888
ENSG00000235707,0.19329685362517052
ENSG00000235710,0.5697674418604647
ENSG00000235711,2390.1276333789306
ENSG00000235713,11.232421340629266
ENSG00000235716,16.297674418604633
ENSG00000235717,0
ENSG00000235718,27331945.749521203
ENSG00000235720,13629.917510259913
ENSG00000235721,9734.182216142266
ENSG00000235724,136.16976744186047
ENSG00000235725,21.859507523939804
ENSG00000235726,196.00273597811204
ENSG00000235728,0.5745554035567724
ENSG00000235729,0.05540355677154578
ENSG00000235730,0.4618331053351575
ENSG00000235731,0.10465116279069818
ENSG00000235734,5855.53214774282
ENSG00000235735,0
ENSG00000235736,0.23036935704514325
ENSG00000235737,0.3771545827633379
ENSG00000235738,0.05540355677154577
ENSG00000235740,1.0217510259917926
ENSG00000235741,0
ENSG00000235742,1.2465116279069766
ENSG00000235743,0
ENSG00000235746,0
ENSG00000235748,13.91422708618332
ENSG00000235749,11.734746922024618
ENSG00000235750,5172124.493570453
ENSG00000235756,0.21025991792065657
ENSG00000235759,0.5276333789329692
ENSG00000235760,11.671682626538992
ENSG00000235761,0
ENSG00000235763,1.392065663474692
ENSG00000235768,193.92517099863198
ENSG00000235770,252516.92161422706
ENSG00000235772,41.13105335157319
ENSG00000235774,26.790697674418606
ENSG00000235775,0
ENSG00000235776,1114602.6347469222
ENSG00000235777,51.00861833105339
ENSG00000235778,0.34979480164158644
ENSG00000235779,0.1597811217510259
ENSG00000235780,0
ENSG00000235781,164.44774281805746
ENSG00000235782,3353.9069767441792
ENSG00000235784,1.3050615595075268
ENSG00000235785,0
ENSG00000235786,0.186046511627907
ENSG00000235787,0.7201094391244883
ENSG00000235790,1159.015731874145
ENSG00000235794,0
ENSG00000235795,49.65088919288644
ENSG00000235797,0.04651162790697675
ENSG00000235802,8.438850889192874
ENSG00000235803,0
ENSG00000235804,0
ENSG00000235805,27.261833105335164
ENSG00000235806,25.234062927496577
ENSG00000235808,2.05923392612859
ENSG00000235810,0.04651162790697675
ENSG00000235811,0.05540355677154577
ENSG00000235812,27.31614227086184
ENSG00000235813,12.486456908344726
ENSG00000235815,0
ENSG00000235816,3.376333789329688
ENSG00000235817,0.3217510259917913
ENSG00000235818,0.5369357045143625
ENSG00000235819,26.851025991792074
ENSG00000235820,2.6162790697674425
ENSG00000235821,212.10355677154598
ENSG00000235823,234951.2876880984
ENSG00000235824,0.5506155950752403
ENSG00000235827,1.2481532147742842
ENSG00000235828,110.371682626539
ENSG00000235829,0.10246238030095757
ENSG00000235830,403.26292749658023
ENSG00000235831,19530.593296853625
ENSG00000235832,6.78030095759234
ENSG00000235833,1.2103967168262662
ENSG00000235834,1.241586867305063
ENSG00000235836,3.448016415868667
ENSG00000235837,37.9928864569083
ENSG00000235838,0.5626538987688101
ENSG00000235840,0
ENSG00000235843,0.33009575923392553
ENSG00000235845,0
ENSG00000235847,19130.909575923393
ENSG00000235848,14.64473324213408
ENSG00000235849,0
ENSG00000235852,281.2590971272226
ENSG00000235855,0.29439124487004087
ENSG00000235857,2.0623803009575914
ENSG00000235858,0
ENSG00000235859,79638.14733242134
ENSG00000235861,0.3025991792065665
ENSG00000235862,56.49357045143648
ENSG00000235863,410312.0147742818
ENSG00000235864,0.022982216142270882
ENSG00000235865,1656.6790697674417
ENSG00000235868,6.448153214774284
ENSG00000235869,0.898084815321478
ENSG00000235871,0.011627906976744188
ENSG00000235872,0.33009575923392553
ENSG00000235875,10.083310533515727
ENSG00000235876,32.40383036935703
ENSG00000235879,1.1153214774281763
ENSG00000235880,0.046511627906976744
ENSG00000235881,0
ENSG00000235885,23.21586867305063
ENSG00000235886,0
ENSG00000235887,0.6310533515731873
ENSG00000235888,8551.165116279077
ENSG00000235890,1815.5775649794805
ENSG00000235892,1.5950752393980863
ENSG00000235893,4.979480164158694
ENSG00000235895,0
ENSG00000235897,1365.9629274965807
ENSG00000235899,165.9722298221612
ENSG00000235901,0.10465116279069818
ENSG00000235902,134.7673050615594
ENSG00000235903,450.4574555403556
ENSG00000235904,1569.3521203830362
ENSG00000235907,13.555677154582773
ENSG00000235908,36.795075239398074
ENSG00000235910,101.59192886456906
ENSG00000235911,0
ENSG00000235912,715.6629274965795
ENSG00000235914,0.9280437756497951
ENSG00000235916,140.92927496580026
ENSG00000235917,1.690971272229825
ENSG00000235919,3304.4428180574555
ENSG00000235920,1.3357045143638862
ENSG00000235922,0
ENSG00000235924,111.43310533515736
ENSG00000235926,0.38864569083447364
ENSG00000235927,1372.8586867305055
ENSG00000235929,0.2540355677154586
ENSG00000235930,0
ENSG00000235931,0.022982216142270886
ENSG00000235932,0.2310533515731878
ENSG00000235933,2.153898768809844
ENSG00000235934,330.88112175102594
ENSG00000235937,0.710396716826265
ENSG00000235939,2.1280437756497905
ENSG00000235940,0.17948016415868698
ENSG00000235942,129.1392612859097
ENSG00000235943,0
ENSG00000235944,6421.731874145006
ENSG00000235945,1.624623803009579
ENSG00000235946,833.508618331053
ENSG00000235947,6053.101641586869
ENSG00000235951,0
ENSG00000235954,147300.30164158688
ENSG00000235955,14.86292749658002
ENSG00000235957,30947.347332421334
ENSG00000235958,103.78618331053354
ENSG00000235959,424.8142270861834
ENSG00000235961,303931.49220246234
ENSG00000235962,139.38508891928865
ENSG00000235963,0.6473324213406295
ENSG00000235964,0.627086183310534
ENSG00000235965,0.10465116279069826
ENSG00000235967,0.905061559507525
ENSG00000235968,0.4186046511627912
ENSG00000235969,0
ENSG00000235972,0
ENSG00000235974,1055.8633378932966
ENSG00000235975,0.8859097127222991
ENSG00000235976,0
ENSG00000235978,951.097127222982
ENSG00000235979,40.88987688098494
ENSG00000235981,0
ENSG00000235984,393.70410396716875
ENSG00000235988,0.9538987688098499
ENSG00000235989,318.6396716826264
ENSG00000235990,2.24733242134063
ENSG00000235991,0
ENSG00000235992,31.643775649794705
ENSG00000235993,0.1024623803009581
ENSG00000235994,8788.702735978091
ENSG00000235995,0
ENSG00000235996,118.60027359781157
ENSG00000235997,10279.59233926129
ENSG00000235998,0
ENSG00000236003,2.4142270861833146
ENSG00000236004,0.2540355677154584
ENSG00000236005,0
ENSG00000236007,0.1745554035567715
ENSG00000236008,2355.3839945280447
ENSG00000236009,0
ENSG00000236012,1.2039671682626547
ENSG00000236013,636.6217510259922
ENSG00000236015,907.9025991792068
ENSG00000236017,149899.13597811214
ENSG00000236018,91.80465116279072
ENSG00000236021,511.2658002735974
ENSG00000236022,560.3671682626533
ENSG00000236024,1.323803009575924
ENSG00000236025,0
ENSG00000236026,0.011627906976744188
ENSG00000236027,0.8329685362517109
ENSG00000236028,79.76251709986319
ENSG00000236031,27.496580027359776
ENSG00000236032,275.3238030095766
ENSG00000236035,22.69124487004105
ENSG00000236036,503.35868673050584
ENSG00000236039,16467.925170998642
ENSG00000236040,0
ENSG00000236041,0.10246238030095761
ENSG00000236042,0
ENSG00000236044,37520.39685362516
ENSG00000236045,888.2069767441859
ENSG00000236046,0
ENSG00000236047,433.9027359781123
ENSG00000236048,161.1392612859097
ENSG00000236049,8.083310533515741
ENSG00000236051,136.44651162790694
ENSG00000236052,0
ENSG00000236053,0.5604651162790678
ENSG00000236054,0.2906976744186053
ENSG00000236056,468.5735978112173
ENSG00000236058,274677.6039671683
ENSG00000236060,3476515.2428180575
ENSG00000236062,0.48987688098495097
ENSG00000236064,14.070041039671667
ENSG00000236065,9.1595075239398
ENSG00000236068,0
ENSG00000236069,137.2570451436391
ENSG00000236072,0.011627906976744191
ENSG00000236073,0.7421340629274963
ENSG00000236075,0
ENSG00000236076,0.04651162790697675
ENSG00000236077,0
ENSG00000236078,9568.26538987688
ENSG00000236079,0.5183310533515731
ENSG00000236080,0
ENSG00000236081,11070.444870041036
ENSG00000236083,0
ENSG00000236085,4.018057455540357
ENSG00000236086,6.922161422708618
ENSG00000236088,233183.19945280443
ENSG00000236090,172675.32270861836
ENSG00000236091,28.955403556771564
ENSG00000236094,8741.351025991791
ENSG00000236095,56.061285909712694
ENSG00000236097,0.24035567715458228
ENSG00000236098,31.142134062927504
ENSG00000236099,0
ENSG00000236101,0.022982216142270872
ENSG00000236102,0
ENSG00000236104,1896464.140629274
ENSG00000236105,16.446511627906983
ENSG00000236106,74.44774281805758
ENSG00000236107,795.1968536251715
ENSG00000236108,0.5396716826265385
ENSG00000236109,0
ENSG00000236110,0.3415868673050622
ENSG00000236111,2131.5480164158685
ENSG00000236114,136.09480164158686
ENSG00000236115,0
ENSG00000236116,0.034062927496580055
ENSG00000236117,0
ENSG00000236118,0
ENSG00000236119,0
ENSG00000236120,12275.834746922023
ENSG00000236121,0
ENSG00000236123,2.7201094391244887
ENSG00000236124,1.3298221614227084
ENSG00000236125,1.7024623803009564
ENSG00000236126,0
ENSG00000236129,0
ENSG00000236130,12.821477428180584
ENSG00000236131,0
ENSG00000236132,0.6945280437756509
ENSG00000236133,4.370588235294117
ENSG00000236136,174.61285909712709
ENSG00000236137,235.26456908344738
ENSG00000236138,0
ENSG00000236140,15.522298221614232
ENSG00000236141,0
ENSG00000236144,86942.76238030096
ENSG00000236145,0
ENSG00000236146,6.3885088919288675
ENSG00000236148,38.795075239398095
ENSG00000236151,0
ENSG00000236152,1098.1143638850888
ENSG00000236153,5.668536251709991
ENSG00000236154,42.19329685362511
ENSG00000236155,1414.46853625171
ENSG00000236156,4.350752393980851
ENSG00000236158,0
ENSG00000236159,2.121477428180574
ENSG00000236160,0
ENSG00000236162,0
ENSG00000236164,0
ENSG00000236165,63.13926128590973
ENSG00000236166,42.26538987688098
ENSG00000236167,0.04651162790697676
ENSG00000236168,1.8418604651162793
ENSG00000236171,0.12749658002735956
ENSG00000236172,2.2730506155950754
ENSG00000236173,245.18303693570454
ENSG00000236175,13.476470588235294
ENSG00000236176,0
ENSG00000236179,0.04651162790697675
ENSG00000236180,3.239945280437756
ENSG00000236182,19.045280437756478
ENSG00000236184,151.3991792065665
ENSG00000236185,0
ENSG00000236187,0.29220246238030084
ENSG00000236188,0
ENSG00000236189,1.7555403556771543
ENSG00000236190,33.916279069767555
ENSG00000236191,1.0839945280437762
ENSG00000236193,0
ENSG00000236194,27.827633378932966
ENSG00000236195,0
ENSG00000236197,95.34391244870051
ENSG00000236199,0
ENSG00000236200,9610.074418604652
ENSG00000236202,35.0731874145007
ENSG00000236204,1589.9383036935706
ENSG00000236205,0.11272229822161439
ENSG00000236206,14.03242134062929
ENSG00000236208,168.27920656634691
ENSG00000236209,148.10848153214792
ENSG00000236211,0.22982216142270864
ENSG00000236212,46.9298221614226
ENSG00000236213,131.2651162790697
ENSG00000236216,3.059917920656637
ENSG00000236217,37.75868673050615
ENSG00000236226,2.6002735978112184
ENSG00000236229,83.60109439124489
ENSG00000236230,9.868262653898777
ENSG00000236231,0
ENSG00000236232,0.7158686730506161
ENSG00000236234,46.285088919288626
ENSG00000236235,0
ENSG00000236238,0.48098495212038317
ENSG00000236240,0.3912448700410399
ENSG00000236241,2.663337893296852
ENSG00000236242,6772.9658002736
ENSG00000236243,0.27811217510259933
ENSG00000236244,0.16976744186046452
ENSG00000236246,0
ENSG00000236248,0.04651162790697676
ENSG00000236252,24.93693570451437
ENSG00000236253,0.14952120383036974
ENSG00000236254,2.24733242134063
ENSG00000236255,7301.157455540357
ENSG00000236256,383.309439124487
ENSG00000236257,114.98221614227086
ENSG00000236258,0.011627906976744186
ENSG00000236259,41.72653898768809
ENSG00000236261,0
ENSG00000236262,0.1559507523939811
ENSG00000236263,129.48344733242138
ENSG00000236264,100243.00971272228
ENSG00000236266,339.6339261285911
ENSG00000236267,0
ENSG00000236268,252.10683994528037
ENSG00000236272,0.5128590971272232
ENSG00000236274,0
ENSG00000236276,0.10465116279069793
ENSG00000236277,0
ENSG00000236278,3.426128590971271
ENSG00000236279,4167.704103967168
ENSG00000236280,6.344733242134066
ENSG00000236281,30.22708618331054
ENSG00000236283,104099.02270861833
ENSG00000236284,0
ENSG00000236285,501.5470588235294
ENSG00000236287,8041978.488098495
ENSG00000236289,4.888098495212038
ENSG00000236290,2.4984952120382995
ENSG00000236292,0
ENSG00000236295,0.7470588235294118
ENSG00000236296,1672.8771545827628
ENSG00000236297,15.409712722298226
ENSG00000236299,4.139124487004101
ENSG00000236300,0.011627906976744191
ENSG00000236301,23.742818057455548
ENSG00000236303,0.4893296853625174
ENSG00000236304,6033.590697674417
ENSG00000236305,147.188098495212
ENSG00000236306,0
ENSG00000236307,37.715458276333784
ENSG00000236308,142.08002735978116
ENSG00000236311,7054.088645690851
ENSG00000236312,4573.782216142272
ENSG00000236313,83.19781121751063
ENSG00000236316,1.7632010943912448
ENSG00000236317,1.4759233926128594
ENSG00000236318,147873.42175102598
ENSG00000236319,32.12147742818058
ENSG00000236320,139.10697674418594
ENSG00000236323,0.01162790697674419
ENSG00000236324,0.046511627906976744
ENSG00000236325,5.4506155950752335
ENSG00000236326,0
ENSG00000236327,0.6496580027359775
ENSG00000236330,6557.093296853628
ENSG00000236332,0
ENSG00000236333,51153.759917920666
ENSG00000236334,850.4800273597814
ENSG00000236335,0
ENSG00000236336,0
ENSG00000236337,91.6202462380301
ENSG00000236339,0
ENSG00000236340,0
ENSG00000236341,0
ENSG00000236343,0.02298221614227087
ENSG00000236345,342.7979480164157
ENSG00000236347,3.492749658002728
ENSG00000236348,96.4422708618331
ENSG00000236349,9759.289876880988
ENSG00000236352,1.336935704514363
ENSG00000236354,10.646238030095752
ENSG00000236355,0.09192886456908354
ENSG00000236356,0
ENSG00000236357,0.034062927496580034
ENSG00000236358,112.25567715458276
ENSG00000236359,0.2030095759233929
ENSG00000236360,22880.844870041034
ENSG00000236362,0
ENSG00000236364,2370.9690834473317
ENSG00000236365,0.0683994528043776
ENSG00000236366,831.3347469220246
ENSG00000236371,0
ENSG00000236372,0
ENSG00000236373,0.5697674418604649
ENSG00000236375,1.5804377564979488
ENSG00000236376,0
ENSG00000236377,190.3556771545828
ENSG00000236378,0.38864569083447426
ENSG00000236379,0
ENSG00000236380,0.5099863201094387
ENSG00000236382,0.04651162790697675
ENSG00000236383,4614.2545827633385
ENSG00000236384,137152.03789329686
ENSG00000236385,1400.471272229823
ENSG00000236386,0.39671682626538946
ENSG00000236387,0
ENSG00000236388,0.43296853625171
ENSG00000236389,0.8422708618331073
ENSG00000236390,0.18604651162790697
ENSG00000236391,0.3957592339261287
ENSG00000236393,154.89192886456914
ENSG00000236394,8.489192886456921
ENSG00000236395,0.05759233926128579
ENSG00000236396,0.45704514363885157
ENSG00000236397,6126.74418604651
ENSG00000236398,0.2500683994528047
ENSG00000236400,0.1362517099863201
ENSG00000236401,0
ENSG00000236403,52.16470588235294
ENSG00000236404,153110.08153214774
ENSG00000236405,0.011627906976744188
ENSG00000236407,0
ENSG00000236408,0.05759233926128583
ENSG00000236409,102.27099863201096
ENSG00000236411,29.171682626539
ENSG00000236412,0
ENSG00000236413,0.04651162790697675
ENSG00000236414,0
ENSG00000236417,0.9214774281805722
ENSG00000236420,0.5035567715458275
ENSG00000236423,973.6378932968537
ENSG00000236424,104.30164158686716
ENSG00000236425,0.5604651162790697
ENSG00000236426,14.183310533515744
ENSG00000236427,0.6474692202462385
ENSG00000236429,0.046511627906976764
ENSG00000236430,2.0296853625170996
ENSG00000236431,152.52147742818056
ENSG00000236432,6430.983447332423
ENSG00000236433,0
ENSG00000236434,3.156908344733241
ENSG00000236435,0
ENSG00000236436,0
ENSG00000236437,3.627906976744205
ENSG00000236438,18126.851025991797
ENSG00000236439,6405207.188645691
ENSG00000236440,1.026128590971273
ENSG00000236442,1.4474692202462354
ENSG00000236444,4232.675923392614
ENSG00000236445,0.057592339261285846
ENSG00000236446,1.406976744186047
ENSG00000236447,0.20300957592339294
ENSG00000236449,28.53638850889195
ENSG00000236450,0.3333789329685362
ENSG00000236451,454.3868673050615
ENSG00000236452,2.4099863201094447
ENSG00000236453,5435.233926128581
ENSG00000236456,455.9722298221614
ENSG00000236457,1.3041039671682635
ENSG00000236459,146.94227086183312
ENSG00000236460,0
ENSG00000236461,0.3065663474692199
ENSG00000236463,4.668673050615589
ENSG00000236464,0
ENSG00000236466,3.404103967168265
ENSG00000236467,38.09849521203826
ENSG00000236468,7.387688098495211
ENSG00000236469,11.627359781121731
ENSG00000236471,2.58112175102599
ENSG00000236472,0.2068399452804371
ENSG00000236473,0.8422708618331063
ENSG00000236474,6.929822161422711
ENSG00000236475,2.7158686730506165
ENSG00000236476,0.03406292749658002
ENSG00000236477,0
ENSG00000236478,4.768809849521203
ENSG00000236480,2221.5574555403546
ENSG00000236481,95.69411764705882
ENSG00000236483,6.002735978112167
ENSG00000236484,2.588235294117647
ENSG00000236485,0
ENSG00000236487,0
ENSG00000236489,4.032968536251711
ENSG00000236491,4.415458276333788
ENSG00000236493,326.29712722298217
ENSG00000236494,54.66333789329685
ENSG00000236495,112.8991792065663
ENSG00000236496,1322.4683994528043
ENSG00000236497,0.2068399452804371
ENSG00000236498,12476.603556771546
ENSG00000236499,1456.2764705882353
ENSG00000236500,0.17948016415868695
ENSG00000236501,181.58645690834484
ENSG00000236502,18.412175102599186
ENSG00000236503,0.102462380300958
ENSG00000236504,0
ENSG00000236505,0.2069767441860465
ENSG00000236507,0.13625170998631989
ENSG00000236508,7.303556771545824
ENSG00000236509,404.19220246238075
ENSG00000236510,0.6002735978112184
ENSG00000236511,2239.59685362517
ENSG00000236512,13.258002735978112
ENSG00000236513,3.4179206566347373
ENSG00000236514,254.91162790697675
ENSG00000236516,49.91025991792065
ENSG00000236519,76.08481532147741
ENSG00000236520,0.332147742818058
ENSG00000236521,18.121477428180583
ENSG00000236523,9.2109439124487
ENSG00000236525,4.065800273597813
ENSG00000236526,39.505335157318704
ENSG00000236527,10.683036935704518
ENSG00000236528,27.735704514363903
ENSG00000236529,1136.0339261285912
ENSG00000236530,35.527906976744205
ENSG00000236531,0
ENSG00000236532,53.614363885088885
ENSG00000236533,273.2378932968535
ENSG00000236534,140753.12393980846
ENSG00000236535,0.7403556771545834
ENSG00000236536,21.47592339261285
ENSG00000236538,0.14186046511627892
ENSG00000236539,116.93967168262658
ENSG00000236540,1361.9536251709983
ENSG00000236541,1.8653898768809862
ENSG00000236542,8.04774281805746
ENSG00000236543,0
ENSG00000236544,9.799179206566343
ENSG00000236545,10.380437756497948
ENSG00000236546,26.623939808481545
ENSG00000236548,1410.9105335157321
ENSG00000236549,1.5436388508891927
ENSG00000236550,0.43296853625171033
ENSG00000236552,477494310.4251711
ENSG00000236554,3.0265389876880984
ENSG00000236555,0.2735978112175105
ENSG00000236556,0
ENSG00000236559,7.073187414500678
ENSG00000236562,2027.6050615595075
ENSG00000236564,1.0244870041039658
ENSG00000236565,70873.1682626539
ENSG00000236567,6.553898768809853
ENSG00000236569,0.0919288645690835
ENSG00000236570,230.95061559507522
ENSG00000236571,0
ENSG00000236572,0
ENSG00000236574,2.330506155950753
ENSG00000236576,1.35389876880985
ENSG00000236577,1.4682626538987644
ENSG00000236580,0.9511627906976748
ENSG00000236581,119.51751025991791
ENSG00000236582,6.012038303693575
ENSG00000236583,7.36046511627907
ENSG00000236590,0.2303693570451433
ENSG00000236591,0
ENSG00000236592,1.2941176470588236
ENSG00000236594,0
ENSG00000236595,8.756771545827613
ENSG00000236596,0.011627906976744186
ENSG00000236599,0.06839945280437759
ENSG00000236601,23.423939808481535
ENSG00000236603,461543.30834473326
ENSG00000236604,0
ENSG00000236605,0
ENSG00000236606,0
ENSG00000236607,1.1939808481532137
ENSG00000236608,5.311217510259917
ENSG00000236609,2033929.2794801646
ENSG00000236610,0
ENSG00000236611,0.9221614227086163
ENSG00000236612,0
ENSG00000236615,0
ENSG00000236616,38.22175102599179
ENSG00000236617,223.75663474692206
ENSG00000236618,5321.308481532147
ENSG00000236620,36.75567715458279
ENSG00000236626,0
ENSG00000236627,7.358823529411764
ENSG00000236634,0
ENSG00000236635,0
ENSG00000236636,1.580848153214772
ENSG00000236637,0.15978112175102574
ENSG00000236638,0
ENSG00000236641,17.81340629274964
ENSG00000236643,6.161422708618322
ENSG00000236646,2.3164158686730514
ENSG00000236647,0
ENSG00000236648,0
